[2021-01-02 17:03:09.799] [ConceptEngine] [info] Spdlog Created
[2021-01-02 17:09:16.081] [ConceptEngine] [info] FPS: 143.9967
[2021-01-02 17:09:17.088] [ConceptEngine] [info] FPS: 144.0014
[2021-01-02 17:09:18.088] [ConceptEngine] [info] FPS: 143.9941
[2021-01-02 17:09:19.095] [ConceptEngine] [info] FPS: 142.9315
[2021-01-02 17:09:20.102] [ConceptEngine] [info] FPS: 144.0892
[2021-01-02 17:09:21.109] [ConceptEngine] [info] FPS: 143.0142
[2021-01-02 17:09:22.109] [ConceptEngine] [info] FPS: 142.9897
[2021-01-02 17:09:23.115] [ConceptEngine] [info] FPS: 144.0767
[2021-01-02 17:09:24.116] [ConceptEngine] [info] FPS: 143.9156
[2021-01-02 17:09:25.123] [ConceptEngine] [info] FPS: 143.9904
[2021-01-02 17:09:26.130] [ConceptEngine] [info] FPS: 144.0200
[2021-01-02 17:09:27.137] [ConceptEngine] [info] FPS: 143.9842
[2021-01-02 17:09:28.137] [ConceptEngine] [info] FPS: 143.9908
[2021-01-02 17:09:29.144] [ConceptEngine] [info] FPS: 144.0062
[2021-01-02 17:09:30.144] [ConceptEngine] [info] FPS: 143.9931
[2021-01-02 17:09:31.151] [ConceptEngine] [info] FPS: 144.0048
[2021-01-02 17:09:32.151] [ConceptEngine] [info] FPS: 143.9919
[2021-01-02 17:09:33.151] [ConceptEngine] [info] FPS: 143.9996
[2021-01-02 17:09:34.151] [ConceptEngine] [info] FPS: 143.9938
[2021-01-02 17:09:35.151] [ConceptEngine] [info] FPS: 143.9811
[2021-01-02 17:09:36.151] [ConceptEngine] [info] FPS: 143.9951
[2021-01-02 17:09:37.158] [ConceptEngine] [info] FPS: 144.0208
[2021-01-02 17:09:38.158] [ConceptEngine] [info] FPS: 143.9926
[2021-01-02 17:09:39.165] [ConceptEngine] [info] FPS: 143.9964
[2021-01-02 17:09:40.165] [ConceptEngine] [info] FPS: 143.9841
[2021-01-02 17:09:41.172] [ConceptEngine] [info] FPS: 144.0147
[2021-01-02 17:09:42.179] [ConceptEngine] [info] FPS: 144.0024
[2021-01-02 17:09:43.185] [ConceptEngine] [info] FPS: 144.0122
[2021-01-02 17:09:44.185] [ConceptEngine] [info] FPS: 143.9900
[2021-01-02 17:09:45.186] [ConceptEngine] [info] FPS: 143.9971
[2021-01-02 17:09:46.192] [ConceptEngine] [info] FPS: 143.9933
[2021-01-02 17:09:47.199] [ConceptEngine] [info] FPS: 144.0099
[2021-01-02 17:09:48.199] [ConceptEngine] [info] FPS: 143.9931
[2021-01-02 17:09:49.206] [ConceptEngine] [info] FPS: 143.9974
[2021-01-02 17:09:50.206] [ConceptEngine] [info] FPS: 143.9850
[2021-01-02 17:09:51.206] [ConceptEngine] [info] FPS: 143.9985
[2021-01-02 17:09:52.213] [ConceptEngine] [info] FPS: 144.0146
[2021-01-02 17:09:53.220] [ConceptEngine] [info] FPS: 144.0157
[2021-01-02 17:09:54.220] [ConceptEngine] [info] FPS: 143.9783
[2021-01-02 17:09:55.227] [ConceptEngine] [info] FPS: 144.0040
[2021-01-02 17:09:56.232] [ConceptEngine] [info] FPS: 143.2864
[2021-01-02 17:09:57.234] [ConceptEngine] [info] FPS: 136.7249
[2021-01-02 17:09:58.234] [ConceptEngine] [info] FPS: 140.9658
[2021-01-02 17:09:59.235] [ConceptEngine] [info] FPS: 139.9917
[2021-01-02 17:10:00.241] [ConceptEngine] [info] FPS: 138.0807
[2021-01-02 17:10:01.248] [ConceptEngine] [info] FPS: 136.0818
[2021-01-02 17:10:02.248] [ConceptEngine] [info] FPS: 139.9799
[2021-01-02 17:10:03.255] [ConceptEngine] [info] FPS: 135.0809
[2021-01-02 17:10:04.255] [ConceptEngine] [info] FPS: 141.9983
[2021-01-02 17:10:05.255] [ConceptEngine] [info] FPS: 141.9321
[2021-01-02 17:10:06.262] [ConceptEngine] [info] FPS: 142.0858
[2021-01-02 17:10:07.262] [ConceptEngine] [info] FPS: 143.9918
[2021-01-02 17:10:08.262] [ConceptEngine] [info] FPS: 143.9959
[2021-01-02 17:10:09.262] [ConceptEngine] [info] FPS: 143.9818
[2021-01-02 17:10:10.262] [ConceptEngine] [info] FPS: 143.9974
[2021-01-02 17:10:11.269] [ConceptEngine] [info] FPS: 144.0161
[2021-01-02 17:10:12.276] [ConceptEngine] [info] FPS: 143.9944
[2021-01-02 17:10:13.276] [ConceptEngine] [info] FPS: 143.9893
[2021-01-02 17:10:14.283] [ConceptEngine] [info] FPS: 144.0145
[2021-01-02 17:10:15.283] [ConceptEngine] [info] FPS: 142.9994
[2021-01-02 17:10:16.283] [ConceptEngine] [info] FPS: 143.9919
[2021-01-02 17:10:17.283] [ConceptEngine] [info] FPS: 143.9978
[2021-01-02 17:10:18.290] [ConceptEngine] [info] FPS: 143.9966
[2021-01-02 17:10:19.297] [ConceptEngine] [info] FPS: 144.0051
[2021-01-02 17:10:20.304] [ConceptEngine] [info] FPS: 144.0062
[2021-01-02 17:10:21.304] [ConceptEngine] [info] FPS: 143.9876
[2021-01-02 17:10:22.311] [ConceptEngine] [info] FPS: 144.0109
[2021-01-02 17:10:23.311] [ConceptEngine] [info] FPS: 143.9902
[2021-01-02 17:10:24.311] [ConceptEngine] [info] FPS: 143.9951
[2021-01-02 17:10:25.311] [ConceptEngine] [info] FPS: 143.9948
[2021-01-02 17:10:26.318] [ConceptEngine] [info] FPS: 144.0186
[2021-01-02 17:10:27.318] [ConceptEngine] [info] FPS: 143.9905
[2021-01-02 17:10:28.325] [ConceptEngine] [info] FPS: 143.9963
[2021-01-02 17:10:29.331] [ConceptEngine] [info] FPS: 143.9991
[2021-01-02 17:10:30.332] [ConceptEngine] [info] FPS: 143.9754
[2021-01-02 17:10:31.338] [ConceptEngine] [info] FPS: 144.0211
[2021-01-02 17:10:32.338] [ConceptEngine] [info] FPS: 143.9980
[2021-01-02 17:10:33.339] [ConceptEngine] [info] FPS: 143.9949
[2021-01-02 17:10:34.345] [ConceptEngine] [info] FPS: 144.0004
[2021-01-02 17:10:35.352] [ConceptEngine] [info] FPS: 144.0004
[2021-01-02 17:10:36.352] [ConceptEngine] [info] FPS: 143.9871
[2021-01-02 17:10:37.354] [ConceptEngine] [info] FPS: 143.7225
[2021-01-02 17:10:38.359] [ConceptEngine] [info] FPS: 144.2951
[2021-01-02 17:10:39.359] [ConceptEngine] [info] FPS: 143.9928
[2021-01-02 17:10:40.359] [ConceptEngine] [info] FPS: 143.9990
[2021-01-02 17:10:41.366] [ConceptEngine] [info] FPS: 143.9966
[2021-01-02 17:10:42.366] [ConceptEngine] [info] FPS: 143.9932
[2021-01-02 17:10:43.366] [ConceptEngine] [info] FPS: 143.9931
[2021-01-02 17:10:44.373] [ConceptEngine] [info] FPS: 143.9956
[2021-01-02 17:10:45.380] [ConceptEngine] [info] FPS: 144.0192
[2021-01-02 17:10:46.387] [ConceptEngine] [info] FPS: 143.9953
[2021-01-02 17:10:47.387] [ConceptEngine] [info] FPS: 142.9856
[2021-01-02 17:10:48.394] [ConceptEngine] [info] FPS: 144.1001
[2021-01-02 17:10:49.401] [ConceptEngine] [info] FPS: 143.9847
[2021-01-02 17:10:50.401] [ConceptEngine] [info] FPS: 143.9512
[2021-01-02 17:10:51.407] [ConceptEngine] [info] FPS: 143.0824
[2021-01-02 17:10:52.407] [ConceptEngine] [info] FPS: 142.9845
[2021-01-02 17:10:53.415] [ConceptEngine] [info] FPS: 143.9385
[2021-01-02 17:10:54.422] [ConceptEngine] [info] FPS: 143.9996
[2021-01-02 17:10:55.429] [ConceptEngine] [info] FPS: 143.9964
[2021-01-02 17:10:56.435] [ConceptEngine] [info] FPS: 144.0655
[2021-01-02 17:10:57.436] [ConceptEngine] [info] FPS: 143.9395
[2021-01-02 17:10:58.436] [ConceptEngine] [info] FPS: 143.9695
[2021-01-02 17:10:59.442] [ConceptEngine] [info] FPS: 143.1070
[2021-01-02 17:11:00.442] [ConceptEngine] [info] FPS: 143.9848
[2021-01-02 17:11:01.449] [ConceptEngine] [info] FPS: 144.0114
[2021-01-02 17:11:02.449] [ConceptEngine] [info] FPS: 143.9978
[2021-01-02 17:11:03.449] [ConceptEngine] [info] FPS: 143.9692
[2021-01-02 17:11:04.450] [ConceptEngine] [info] FPS: 143.9482
[2021-01-02 17:11:05.457] [ConceptEngine] [info] FPS: 143.9490
[2021-01-02 17:11:06.457] [ConceptEngine] [info] FPS: 143.9835
[2021-01-02 17:11:07.464] [ConceptEngine] [info] FPS: 144.0652
[2021-01-02 17:11:08.470] [ConceptEngine] [info] FPS: 144.0689
[2021-01-02 17:11:09.477] [ConceptEngine] [info] FPS: 144.0064
[2021-01-02 17:11:10.477] [ConceptEngine] [info] FPS: 143.9257
[2021-01-02 17:11:11.478] [ConceptEngine] [info] FPS: 143.9856
[2021-01-02 17:11:12.484] [ConceptEngine] [info] FPS: 144.0257
[2021-01-02 17:11:13.491] [ConceptEngine] [info] FPS: 144.0663
[2021-01-02 17:11:14.491] [ConceptEngine] [info] FPS: 142.9995
[2021-01-02 17:11:15.491] [ConceptEngine] [info] FPS: 143.9945
[2021-01-02 17:11:16.491] [ConceptEngine] [info] FPS: 141.9521
[2021-01-02 17:11:17.498] [ConceptEngine] [info] FPS: 140.0754
[2021-01-02 17:11:18.498] [ConceptEngine] [info] FPS: 143.9879
[2021-01-02 17:11:19.498] [ConceptEngine] [info] FPS: 143.9976
[2021-01-02 17:11:20.505] [ConceptEngine] [info] FPS: 143.0153
[2021-01-02 17:11:21.505] [ConceptEngine] [info] FPS: 143.9921
[2021-01-02 17:11:22.511] [ConceptEngine] [info] FPS: 144.0662
[2021-01-02 17:11:23.511] [ConceptEngine] [info] FPS: 143.9840
[2021-01-02 17:11:24.518] [ConceptEngine] [info] FPS: 144.0137
[2021-01-02 17:11:25.519] [ConceptEngine] [info] FPS: 143.9588
[2021-01-02 17:11:26.519] [ConceptEngine] [info] FPS: 142.9842
[2021-01-02 17:11:27.519] [ConceptEngine] [info] FPS: 143.9966
[2021-01-02 17:11:28.519] [ConceptEngine] [info] FPS: 143.9287
[2021-01-02 17:11:29.526] [ConceptEngine] [info] FPS: 144.0523
[2021-01-02 17:11:30.532] [ConceptEngine] [info] FPS: 144.0308
[2021-01-02 17:11:31.533] [ConceptEngine] [info] FPS: 142.9776
[2021-01-02 17:11:32.533] [ConceptEngine] [info] FPS: 139.9974
[2021-01-02 17:11:33.533] [ConceptEngine] [info] FPS: 143.9226
[2021-01-02 17:11:34.533] [ConceptEngine] [info] FPS: 142.9902
[2021-01-02 17:11:35.540] [ConceptEngine] [info] FPS: 142.1034
[2021-01-02 17:11:36.546] [ConceptEngine] [info] FPS: 144.0445
[2021-01-02 17:11:37.553] [ConceptEngine] [info] FPS: 144.0197
[2021-01-02 17:11:38.553] [ConceptEngine] [info] FPS: 143.9957
[2021-01-02 17:11:39.553] [ConceptEngine] [info] FPS: 141.9474
[2021-01-02 17:11:40.554] [ConceptEngine] [info] FPS: 141.9128
[2021-01-02 17:11:41.560] [ConceptEngine] [info] FPS: 143.0938
[2021-01-02 17:11:42.560] [ConceptEngine] [info] FPS: 142.9842
[2021-01-02 17:11:43.561] [ConceptEngine] [info] FPS: 142.8572
[2021-01-02 17:11:44.567] [ConceptEngine] [info] FPS: 143.1457
[2021-01-02 17:11:45.567] [ConceptEngine] [info] FPS: 142.9959
[2021-01-02 17:11:46.568] [ConceptEngine] [info] FPS: 141.9811
[2021-01-02 17:11:47.569] [ConceptEngine] [info] FPS: 143.7679
[2021-01-02 17:11:48.574] [ConceptEngine] [info] FPS: 144.2621
[2021-01-02 17:11:49.574] [ConceptEngine] [info] FPS: 141.9888
[2021-01-02 17:11:50.575] [ConceptEngine] [info] FPS: 143.9320
[2021-01-02 17:11:51.575] [ConceptEngine] [info] FPS: 143.9807
[2021-01-02 17:11:52.582] [ConceptEngine] [info] FPS: 144.0568
[2021-01-02 17:11:53.582] [ConceptEngine] [info] FPS: 143.9434
[2021-01-02 17:11:54.583] [ConceptEngine] [info] FPS: 143.8137
[2021-01-02 17:11:55.589] [ConceptEngine] [info] FPS: 144.1785
[2021-01-02 17:11:56.595] [ConceptEngine] [info] FPS: 144.0625
[2021-01-02 17:11:57.596] [ConceptEngine] [info] FPS: 143.9918
[2021-01-02 17:11:58.596] [ConceptEngine] [info] FPS: 143.9915
[2021-01-02 17:11:59.602] [ConceptEngine] [info] FPS: 144.0408
[2021-01-02 17:12:00.603] [ConceptEngine] [info] FPS: 143.9327
[2021-01-02 17:12:01.603] [ConceptEngine] [info] FPS: 143.9896
[2021-01-02 17:12:02.603] [ConceptEngine] [info] FPS: 143.9929
[2021-01-02 17:12:03.610] [ConceptEngine] [info] FPS: 144.0098
[2021-01-02 17:12:04.610] [ConceptEngine] [info] FPS: 143.9906
[2021-01-02 17:12:05.610] [ConceptEngine] [info] FPS: 142.9649
[2021-01-02 17:12:06.616] [ConceptEngine] [info] FPS: 144.1024
[2021-01-02 17:12:07.616] [ConceptEngine] [info] FPS: 143.9992
[2021-01-02 17:12:08.617] [ConceptEngine] [info] FPS: 143.9271
[2021-01-02 17:12:09.624] [ConceptEngine] [info] FPS: 143.0235
[2021-01-02 17:12:10.630] [ConceptEngine] [info] FPS: 144.0316
[2021-01-02 17:12:11.630] [ConceptEngine] [info] FPS: 143.9885
[2021-01-02 17:12:12.632] [ConceptEngine] [info] FPS: 143.7458
[2021-01-02 17:12:13.637] [ConceptEngine] [info] FPS: 144.3018
[2021-01-02 17:12:14.637] [ConceptEngine] [info] FPS: 143.9880
[2021-01-02 17:12:15.638] [ConceptEngine] [info] FPS: 142.8210
[2021-01-02 17:12:16.645] [ConceptEngine] [info] FPS: 141.1083
[2021-01-02 17:12:17.651] [ConceptEngine] [info] FPS: 143.1045
[2021-01-02 17:12:18.651] [ConceptEngine] [info] FPS: 143.9838
[2021-01-02 17:12:19.651] [ConceptEngine] [info] FPS: 142.9441
[2021-01-02 17:12:20.658] [ConceptEngine] [info] FPS: 144.0648
[2021-01-02 17:12:21.665] [ConceptEngine] [info] FPS: 144.0026
[2021-01-02 17:12:22.666] [ConceptEngine] [info] FPS: 142.8954
[2021-01-02 17:12:23.672] [ConceptEngine] [info] FPS: 144.0412
[2021-01-02 17:12:24.672] [ConceptEngine] [info] FPS: 143.9908
[2021-01-02 17:12:25.681] [ConceptEngine] [info] FPS: 143.7497
[2021-01-02 17:12:26.686] [ConceptEngine] [info] FPS: 144.2493
[2021-01-02 17:12:27.693] [ConceptEngine] [info] FPS: 144.0157
[2021-01-02 17:12:28.700] [ConceptEngine] [info] FPS: 144.0529
[2021-01-02 17:12:29.700] [ConceptEngine] [info] FPS: 142.8947
[2021-01-02 17:12:30.707] [ConceptEngine] [info] FPS: 144.0927
[2021-01-02 17:12:31.707] [ConceptEngine] [info] FPS: 143.9674
[2021-01-02 17:12:32.713] [ConceptEngine] [info] FPS: 144.0441
[2021-01-02 17:12:33.713] [ConceptEngine] [info] FPS: 143.9997
[2021-01-02 17:12:34.714] [ConceptEngine] [info] FPS: 143.9336
[2021-01-02 17:12:35.714] [ConceptEngine] [info] FPS: 142.9652
[2021-01-02 17:12:36.721] [ConceptEngine] [info] FPS: 144.0719
[2021-01-02 17:12:37.727] [ConceptEngine] [info] FPS: 144.0108
[2021-01-02 17:12:38.728] [ConceptEngine] [info] FPS: 143.9011
[2021-01-02 17:12:39.735] [ConceptEngine] [info] FPS: 144.0182
[2021-01-02 17:12:40.735] [ConceptEngine] [info] FPS: 139.9573
[2021-01-02 17:12:41.742] [ConceptEngine] [info] FPS: 144.1034
[2021-01-02 17:12:42.748] [ConceptEngine] [info] FPS: 144.0108
[2021-01-02 17:12:43.755] [ConceptEngine] [info] FPS: 143.9935
